product_number	produkt_name	hersteller	stock	available_stock	active	manufacturer_number	brutto_preis	varianten	created_at
3IVSH	Individuelle Schliessanlage DOM RS Sigma plus Nr: 3IVSH	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-10-21 00:00:00.000
3L8T2	Individuelle Schliessanlage DOM RS Sigma plus Nr: 3L8T2	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-01-10 00:00:00.000
3LUJW1	Individuelle Schließanlage 3LUJW1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
3S7Y9	Individuelle Schliessanlage DOM Twinstar Nr: 3S7Y9	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-13 00:00:00.000
3SZG5	Individuelle Schliessanlage DOM ix Twido Nr: 3SZG5	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-24 00:00:00.000
3TYCAN	Individuelle Schließanlage 3TYCAN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
3V4G0L	Individuelle Schließanlage 3V4G0L	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
3VBSP	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 3VBSP	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-07 00:00:00.000
3YK804	Individuelle Schließanlage 3YK804	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
3YSSZ	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 3YSSZ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-25 00:00:00.000
3ZGL4	Individuelle Schliessanlage DOM Twinstar Nr: 3ZGL4	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-03-31 00:00:00.000
4-310-030	Athmer Bürstendichtung FA 25-6 L=1000 mm, Rossh. mixed, Halteprofil Stahl verzinkt	Athmer	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4000813048	PROMAT Blindnietsortiment 604-tlg., mit Handnietzange	Promat	0	0	0	4000813048	NULL	0	2020-09-15 00:00:00.000
4003482031902M	Burg Wächter Vorhangschloss 116 Seewasserfest	Burg Wächter	1	1	1	NULL	NULL	4	2025-04-09 12:12:54.003
4003482237007	Burg Wächter Feuerschutztasche FB 500	Burg Wächter	8	8	1	4003482237007	NULL	0	2025-07-21 11:09:03.962
4003482398500	Burg Wächter Feuerschutz-Kassette FP 22 K	Burg Wächter	5	5	1	NULL	NULL	0	2026-01-14 08:28:36.042
4003482506011	Burg Wächter ENTRY easy 7601 PIN	Burg Wächter	5	5	1	4003482506011	NULL	0	2023-05-31 00:00:00.000
4003482506028	Burg Wächter ENTRY easy 7602 FP	Burg Wächter	5	5	1	4003482506028	NULL	0	2023-05-31 00:00:00.000
4003482507124	Burg Wächter ENTRY 7712 Keypad FP	Burg Wächter	1	1	1	50712	NULL	0	2025-04-11 10:43:47.377
4003482507131	Burg Wächter sE-Key 7713	Burg Wächter	14	14	1	4003482507131	NULL	0	2023-05-31 00:00:00.000
4003482562802	Burg Wächter sE-Bridge 5670	Burg Wächter	10	10	1	4003482562802	NULL	0	2023-05-31 00:00:00.000
4003482577004	secuENTRY active 7700	Burg Wächter	1	1	1	4003482577004	NULL	0	2024-08-09 00:00:00.000
4003482860564	Burg Wächter Entry Active Family Pack *Small*	Burg Wächter	0	0	1	4003482860564	NULL	0	2025-08-12 07:29:31.810
4003482860571	Burg Wächter Entry Active Family Pack *Big*	Burg Wächter	1	1	0	4003482860571	NULL	0	2025-08-12 08:06:59.274
4026434156959M	BASI Schlüsselanhänger "Halbes Herz"	BASI	1	1	1	NULL	NULL	3	2026-01-21 08:18:44.145
4026434473193	BASI BK 380M	BASI	1	1	1	2170-0905	NULL	0	2025-10-22 07:57:01.468
40EURD	Master Lock Disc Schloss 40EURD aus Edelstahl mit verdecktem Bügel	Master Lock	23	23	1	40EURD	NULL	0	2019-10-22 00:00:00.000
4138P	Einsteck-Schiebetürschloss für Holztüren, Stulp 20x151 mm, Dorn 55 mm, Bever 138P55	Bever	3	3	1	138P55	NULL	0	2020-09-15 00:00:00.000
4139P	Schiebetürschloss mit Hakenfalle, Entfernung 55 mm, Dornmaß 55 mm	Bever	2	2	1	139P	NULL	0	2020-09-15 00:00:00.000
4140KA-2341	Master Lock Vorhangschloss 4140KA, gleichschliessend	Master Lock	9	9	1	NULL	NULL	0	2019-10-22 00:00:00.000
4142P-55	Schiebetürschloss mit Hakenfalle, Falle verschließbar, Entfernung 72mm, Dornmaß 55mm	Bever	0	0	0	142P55	NULL	0	2020-09-15 00:00:00.000
4142P-60	Schiebetürschloss mit Hakenfalle, Falle verschließbar, Entfernung 72mm, Dornmaß 60mm	Bever	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4142P-65	Schiebetürschloss mit Hakenfalle, Falle verschließbar, Entfernung 72mm, Dornmaß 65mm	Bever	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4142P-70	Schiebetürschloss mit Hakenfalle, Falle verschließbar, Entfernung 72mm, Dornmaß 70mm	Bever	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4142P55	Schiebetürschloss mit Hakenfalle, Falle verschließbar, Entfernung 72 mm, Dornmaß 55 mm	Bever	2	2	0	NULL	NULL	0	2021-04-01 00:00:00.000
4150	Master Lock Vorhangschloss 4150	Master Lock	0	0	1	4150	NULL	0	2020-04-15 00:00:00.000
4150KA	Master Lock Vorhangschloss 4150KA, gleichschließend	Master Lock	11	11	1	4150KA	NULL	0	2020-05-09 00:00:00.000
41B7OA	Individuelle Schließanlage 41B7OA	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
4212-0106	Zimmertür-Einsteckschloss BMH Nr. 1, BAD/WC, 55/8+8/78 mm, 18x235 mm Stulp rund, DIN links	BMH	8	8	1	0001.000001	NULL	0	2020-05-27 00:00:00.000
4212-0107	Zimmertür-Einsteckschloss BMH Nr. 1, BAD/WC, 55/8+8/78 mm, 18x235 mm Stulp rund, DIN rechts	BMH	18	18	1	0001.000002	NULL	0	2020-05-27 00:00:00.000
4212-0108	Zimmertür-Einsteckschloss BMH Nr. 1, BAD/WC, 55/8+8/78 mm, 20x235 mm Stulp rund, DIN links	BMH	6	6	1	0001.000015	NULL	0	2020-05-27 00:00:00.000
4212-0109	Zimmertür-Einsteckschloss BMH Nr. 1, BAD/WC, 55/8+8/78 mm, 20x235 mm Stulp rund, DIN rechts	BMH	5	5	1	0001.000016	NULL	0	2020-05-27 00:00:00.000
4212-0114	Zimmertür-Einsteckschloss BMH Nr. 1, BB gelocht, 55/8/72 mm, 18x235 mm Stulp rund, DIN links	BMH	1	1	1	0001.000035	NULL	0	2020-04-17 00:00:00.000
4212-0115	Zimmertür-Einsteckschloss BMH Nr. 1, BB gelocht, 55/8/72 mm, 18x235 mm Stulp rund, DIN rechts	BMH	6	6	1	0001.000036	NULL	0	2020-04-17 00:00:00.000
4212-0116	Zimmertür-Einsteckschloss BMH Nr. 2, BB gelocht, 55/8/72 mm, 18x220 mm TGL Stulp, links	BMH	29	29	1	0002.000049	NULL	0	2020-04-17 00:00:00.000
4212-0117	Zimmertür-Einsteckschloss BMH Nr. 2, BB gelocht, 55/8/72 mm, 18x220 mm TGL Stulp, rechts	BMH	12	12	1	0002.000050	NULL	0	2020-04-17 00:00:00.000
4212-0120	Zimmertür-Einsteckschloss BMH Nr. 1, BB gelocht, 55/8/72 mm, 20x235 mm Stulp rund, DIN links	BMH	6	6	1	0001.000045	NULL	0	2020-04-17 00:00:00.000
4212-0121	Zimmertür-Einsteckschloss BMH Nr. 1, BB gelocht, 55/8/72 mm, 20x235 mm Stulp rund, DIN rechts	BMH	-2	-2	1	0001.000046	NULL	0	2020-04-17 00:00:00.000
4212-0210	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 20x235 mm Stulp rund, DIN links	BMH	10	10	1	0002.000107	NULL	0	2020-05-27 00:00:00.000
4212-0211	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 20x235 mm Stulp rund, DIN rechts	BMH	20	20	1	0002.000108	NULL	0	2020-05-27 00:00:00.000
4212-0212	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 24x235 mm Stulp kantig, DIN links	BMH	11	11	1	0002.000139	NULL	0	2020-05-27 00:00:00.000
4212-0213	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 24x235 mm Stulp kantig, DIN rechts	BMH	9	9	1	0002.000140	NULL	0	2020-05-27 00:00:00.000
4212-0214	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 18x235 mm Stulp, DIN links	BMH	14	14	1	0002.000095	NULL	0	2020-05-27 00:00:00.000
4212-0216	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 18x235 mm Stulp, DIN rechts	BMH	1	1	1	0002.000096	NULL	0	2020-05-27 00:00:00.000
4212-0217	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 20x235 mm Stulp kantig, DIN links	BMH	13	13	1	0002.000131	NULL	0	2020-05-27 00:00:00.000
4212-0218	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 20x235 mm Stulp kantig, DIN rechts	BMH	27	27	1	0002.000132	NULL	0	2020-05-27 00:00:00.000
4212-0220	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 18x220 mm TGL Stulp, Anschlag links	BMH	5	5	1	0002.000091	NULL	0	2020-05-27 00:00:00.000
4212-0221	Zimmertür-Einsteckschloss BMH Nr. 2, PZ gelocht, 55/8/72 mm, 18x220 mm TGL Stulp, Anschlag rechts	BMH	-15	-15	1	0002.000092	NULL	0	2020-05-27 00:00:00.000
4212-0222	Zimmertür-Einsteckschloss BMH Nr. 2, BAD/WC, 55/8+8/78 mm, 18x220 mm TGL Stulp, Anschlag links	BMH	20	20	1	0002.000001	NULL	0	2020-05-27 00:00:00.000
4212-0223	Zimmertür-Einsteckschloss BMH Nr. 2, BAD/WC, 55/8+8/78 mm, 18x220 mm TGL Stulp, Anschlag rechts	BMH	24	24	1	0002.000002	NULL	0	2020-05-27 00:00:00.000
4212-0606	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x280 mm Stulp kantig, DIN links	BMH	15	15	1	0034.000061	NULL	0	2020-05-27 00:00:00.000
4212-0607	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x280 mm Stulp kantig, DIN rechts	BMH	9	9	1	0034.000062	NULL	0	2020-05-27 00:00:00.000
4212-0614	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x240 mm TGL Stulp, Anschlag links	BMH	21	21	1	0034.000059	NULL	0	2020-05-27 00:00:00.000
4212-0615	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x240 mm TGL Stulp, Anschlag rechts	BMH	24	24	1	0034.000060	NULL	0	2020-05-27 00:00:00.000
4212-0650	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 24x280 mm Stulp kantig, DIN links	BMH	11	11	1	0034.000079	NULL	0	2020-05-27 00:00:00.000
4212-0651	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 24x280 mm Stulp kantig, DIN rechts	BMH	15	15	1	0034.000080	NULL	0	2020-05-27 00:00:00.000
4212-0681	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 28x280 mm Stulp kantig, DIN rechts	BMH	18	18	1	0034.000088	NULL	0	2020-05-27 00:00:00.000
4212-1005	BMH Objekt-Einsteckschloss 0300.000125, PZ gelocht, Stulp 20x235 mm rund, Dorn 55 mm, DIN links	BMH	10	10	1	0300.000125	NULL	0	2020-09-17 00:00:00.000
4212-1006	BMH Objekt-Einsteckschloss 0300.000126, PZ gelocht, Stulp 20x235 mm rund, Dorn 55 mm, DIN rechts	BMH	23	23	1	0300.000126	NULL	0	2020-09-17 00:00:00.000
4212-1010	BMH Objekt-Einsteckschloss 0300.000161, PZ gelocht, Stulp 20x235 mm rund, Dorn 60 mm, DIN links	BMH	13	13	1	0300.000161	NULL	0	2020-09-17 00:00:00.000
4212-1011	BMH Objekt-Einsteckschloss 0.300.000162, PZ gelocht, Stulp 20x235 mm rund, Dorn 60 mm, DIN rechts	BMH	13	13	1	0300.000162	NULL	0	2020-09-17 00:00:00.000
4212-1012	BMH Objekt-Einsteckschloss 0300.000193, PZ gelocht, Stulp 20x235 mm rund, Dorn 65 mm, DIN links	BMH	7	7	1	0300.000193	NULL	0	2020-09-17 00:00:00.000
4212-1013	BMH Objekt-Einsteckschloss 0300.000194, PZ gelocht, Stulp 20x235 mm rund, Dorn 65 mm, DIN rechts	BMH	-1	-1	1	0300.000194	NULL	0	2020-09-17 00:00:00.000
4212-1052	BMH Objekt-Einsteckschloss 0300.000177, PZ gelocht, Stulp 24x235 mm rund, Dorn 60 mm, DIN links	BMH	7	7	1	0300.000177	NULL	0	2020-09-17 00:00:00.000
4212-1053	BMH Objekt-Einsteckschloss 0300.000178, PZ gelocht, Stulp 24x235 mm rund, Dorn 60 mm, DIN rechts	BMH	7	7	1	0300.000178	NULL	0	2020-09-17 00:00:00.000
4212-1054	BMH Objekt-Einsteckschloss 0300.000205, PZ gelocht, Stulp 24x235 mm rund, Dorn 65 mm, DIN links	BMH	6	6	1	0300.000205	NULL	0	2020-09-17 00:00:00.000
4212-1055	BMH Objekt-Einsteckschloss 0300.000206, PZ gelocht, Stulp 24x235 mm rund, Dorn 65 mm, DIN rechts	BMH	8	8	1	0300.000205	NULL	0	2020-09-17 00:00:00.000
4212-2520	BMH 1739, Einsteckschloss für Feuerschutztüren, Entfernung 72 mm, Dornmaß 65 mm, Stulp 24x235 mm, li	BMH	-2	-2	1	4060473130150	NULL	0	2020-09-17 00:00:00.000
4212-2521	BMH B82 PZW, Sicherheitseinsteckschloss für Feuerschutztüren, Entfernung 72 mm, Dornmaß 65 mm, Stulp	BMH	13	13	0	NULL	NULL	0	2020-09-17 00:00:00.000
4260	Rohrrahmen-Einsteckschloss Bever Nr. 1004, Pz gelocht, 18/8/92 mm, 24x245 mm Stulp kantig	Bever	6	6	1	100418	NULL	0	2020-05-27 00:00:00.000
4262	Rohrrahmen-Einsteckschloss Bever Nr. 1004, PZ gelocht, 22/8/92 mm, 24x245 mm Stulp kantig	Bever	8	8	1	100422	NULL	0	2020-05-27 00:00:00.000
4263	Rohrrahmen-Einsteckschloss Bever Nr. 1004, PZ gelocht, 24/8/92 mm, 24x245 mm Stulp kantig	Bever	6	6	1	100424	NULL	0	2020-05-27 00:00:00.000
4264	Rohrrahmen-Einsteckschloss Bever Nr. 1004, PZ gelocht, 30/8/92 mm, 24x245 mm Stulp kantig	Bever	7	7	1	100430	NULL	0	2020-05-27 00:00:00.000
4265	Rohrrahmen-Einsteckschloss Bever Nr. 1004, PZ gelocht, 35/8/92 mm, 24x245 mm Stulp kantig	Bever	3	3	1	100435	NULL	0	2020-05-27 00:00:00.000
4266	Rohrrahmen-Einsteckschloss Bever Nr. 1004, PZ gelocht, 40/8/92 mm, 24x245 mm Stulp kantig	Bever	3	3	1	100440	NULL	0	2020-05-27 00:00:00.000
4267	Rohrrahmen-Einsteckschloss Bever Nr. 1004, PZ gelocht, 45/8/92 mm, 24x245 mm Stulp kantig	Bever	8	8	1	100445	NULL	0	2020-05-27 00:00:00.000
4270-0785	BKS 2320, Einsteckschloss mit Panikfunktion B, Entfernung 72 mm, Dornmaß 65 mm, Stulp 24x235 mm, lin	BKS	0	0	0	NULL	NULL	0	2020-09-17 00:00:00.000
4273-0050	BMH 1758, Panikschloss für Feuerschutztüren, Entfernung 72 mm, Dornmaß 65 mm, Stulp 24x235 mm, links	BMH	9	9	1	4060473130372	NULL	0	2020-09-17 00:00:00.000
4273-0060	BMH 1759, Panikschloss für Feuerschutztüren, Entfernung 72 mm, Dornmaß 65 mm, Stulp 24x235 mm, links	BMH	9	9	1	4060473130471	NULL	0	2020-09-17 00:00:00.000
4273-0090	BMH PANIK-EINSTECKSCHLOSS 1013 PZ 65/9/72MM LI FKT. "D" STULP 24MM RUND VERZINKT	BMH	8	8	1	4060473092465	NULL	0	2022-06-10 00:00:00.000
4273-0091	BMH PANIK-EINSTECKSCHLOSS 1013 PZ 65/9/72MM Re FKT. "D" STULP 24MM RUND VERZINKT	BMH	15	15	1	4060473092472	NULL	0	2022-06-10 00:00:00.000
4273-0110	BMH PANIK-EINSTECKSCHLOSS 1013 PZW 65/9/72MM LI FKT. "E" STULP 24MM RUND VERZINKT	BMH	16	16	1	4060473092946	NULL	0	2022-06-10 00:00:00.000
4273-0111	BMH PANIK-EINSTECKSCHLOSS 1013 PZW 65/9/72MM Re FKT. "E" STULP 24MM RUND VERZINKT	BMH	9	9	1	4060473092953	NULL	0	2022-06-10 00:00:00.000
4285-0200	WILKA 1435 Schwenkriegelschloss, Dornmaß 25 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0201	WILKA 1435 Schwenkriegelschloss, Dornmaß 30 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0202	WILKA 1435 Schwenkriegelschloss, Dornmaß 35 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0203	WILKA 1435 Schwenkriegelschloss, Dornmaß 40 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0210	WILKA 1436 Rohrrahmen-Hakenriegelschloss, Dornmaß 25 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0211	WILKA 1436 Rohrrahmen-Hakenriegelschloss, Dornmaß 30 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0212	WILKA 1436 Rohrrahmen-Hakenriegelschloss, Dornmaß 35 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4285-0213	WILKA 1436 Rohrrahmen-Hakenriegelschloss, Dornmaß 40 mm	WILKA	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4286-0161	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x280 mm, Dorn 40 mm, links/rechts verwendbar, KFV 3474483	KFV	-5	-5	1	3469517	NULL	0	2021-03-08 00:00:00.000
4286-0163	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x245 mm, Dorn 45 mm, links / rechts verwendbar, KFV 3469521	KFV	0	0	1	3469521	NULL	0	2021-03-08 00:00:00.000
4286-0164	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x280 mm, Dorn 45 mm, links/rechts verwendbar, KFV 3474057	KFV	6	6	1	3474642	NULL	0	2021-03-08 00:00:00.000
4286-0166	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x280 mm, Dorn 55 mm, links/rechts verwendbar, KFV 3474057	KFV	-2	-2	1	3475046	NULL	0	2021-03-08 00:00:00.000
4286-0167	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x280 mm, Dorn 30 mm, links/rechts verwendbar, KFV 3474057	KFV	5	5	1	3474057	NULL	0	2021-03-08 00:00:00.000
4286-0168	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x280 mm, Dorn 35 mm, links/rechts verwendbar, KFV 3474057	KFV	12	12	1	3474133	NULL	0	2021-03-08 00:00:00.000
4286-0171	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x245 mm, Dorn 65 mm, links / rechts verwendbar, KFV 3474910	KFV	10	10	1	3474910	NULL	0	2021-03-08 00:00:00.000
4286-0177	Rohrrahmenschloss Nr. 49N PZW, Stulp 16x280 mm, Dorn 65 mm, links/rechts verwendbar, KFV 3474057	KFV	1	1	1	3475041	NULL	0	2021-03-08 00:00:00.000
4288-3032	Einsteckschloss mit Hakenfalle, Entfernung 72 mm, Dornmaß 40 mm, Stulp 24x243 mm	BMH	2	2	0	1331.000008	NULL	0	2020-09-15 00:00:00.000
4322-4922	Stulpschraube, Kreuzschlitz, M5x120 mm	IKON	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
4322-4924	Stulpschraube, Kreuzschlitz, M5x150 mm	IKON	26	26	0	NULL	NULL	0	2020-09-15 00:00:00.000
4327-5050M	WILKA System 1400 Normalprofil / Doppelzylinder 1400/1463	WILKA	35	35	1	1400	NULL	136	2023-03-20 00:00:00.000
4355-0224	ABUS Vorhangschloss Messing 85/50 Service 	Abus	4	4	1	42379	NULL	0	2025-01-10 08:50:13.833
4367EURDAT	Master Lock 4367EURDAT Zurrgurte	Master Lock	4	4	1	4367EURDAT	NULL	0	2025-08-29 08:34:24.550
43S0U	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 43S0U	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-04-01 00:00:00.000
4400EUREC	Master Lock Vorhangschloss 4400EUREC zur Verwendung im Innenbereich, mit Bluetooth	Master Lock	5	5	1	4400EUREC	NULL	0	2019-10-22 00:00:00.000
4410-7548	Türpuffer, FSB 3881	FSB	9	9	1	FSB 623881	NULL	0	2021-03-08 00:00:00.000
4410-7550	Türpuffer, Aluminium F1, FSB 3884	FSB	17	17	1	3884	NULL	0	2021-03-08 00:00:00.000
4410-7558	Türpuffer, Edelstahl matt, FSB 3884	FSB	18	18	1	NULL	NULL	0	2021-03-08 00:00:00.000
4410-7560	Bodenplatte für Türpuffer, FSB 3884, schwarz	FSB	10	10	1	0 38 3884 00010 8120	NULL	0	2021-03-08 00:00:00.000
4410-8495	Vollstift 9x160 mm	KBV	1	1	1	514/888	NULL	0	2021-11-18 00:00:00.000
4410-8496	Vollstift 9x120 mm	KBV	21	21	1	514/884	NULL	0	2021-11-18 00:00:00.000
4424-0686	Zimmertürgarnitur Hoppe "Tokyo" 1710/273P, 72 mm BB, Nuss 8 mm, Langschild, F2	Hoppe	3	3	1	3000252577	NULL	0	2020-04-07 00:00:00.000
4424-0687	Zimmertürgarnitur Hoppe "Tokyo" 1710/273P, 72 mm PZ, Nuss 8 mm, Langschild, F2	Hoppe	17	17	1	3000252579	NULL	0	2020-04-07 00:00:00.000
4424-0688	Zimmertürgarnitur Hoppe "Tokyo" 1710/273P, 78 mm BAD/WC, Nuss 8 mm, Langschild, F2	Hoppe	8	8	1	3000252605	NULL	0	2020-04-07 00:00:00.000
4424-7013	Vollstift 8x120 mm	KBV	75	75	1	514/871	NULL	0	2021-11-18 00:00:00.000
4424-7015	Vollstift 8x160 mm	KBV	7	7	1	514/875	NULL	0	2021-11-18 00:00:00.000
44VKS	Individuelle Schliessanlage DOM RS Sigma plus Nr: 44VKS	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-26 00:00:00.000
45K67	Individuelle Schliessanlage DOM RS Sigma plus Nr: 45K67	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-27 00:00:00.000
4626-0010	GEZE Obentürschließer TS 5000, ohne Gleitschiene, silberfarbig EV1	GEZE	-7	-7	1	27333	NULL	0	2021-03-08 00:00:00.000
4626-0012	GEZE Obentürschließer TS 5000, ohne Gleitschiene, dunkelbronze	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0015	GEZE Obentürschließer TS 5000, ohne Gleitschiene, weiß	GEZE	6	6	1	27335	NULL	0	2021-03-08 00:00:00.000
4626-0018	GEZE Obentürschließer TS 5000 L, ohne Gleitschiene, silberfarbig EV1	GEZE	5	5	1	27351	NULL	0	2021-03-08 00:00:00.000
4626-0019	GEZE Obentürschließer TS 5000 L, ohne Gleitschiene, weiß	GEZE	5	5	1	4626-0019	NULL	0	2021-03-08 00:00:00.000
4626-0020	GEZE Obentürschließer TS 5000 L, ohne Gleitschiene, dunkelbronze	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0030	GEZE Obentürschließer TS 5000 IS, ohne Gleitschiene, silberfarbig EV1	GEZE	0	0	0	27320	NULL	0	2021-03-08 00:00:00.000
4626-0033	GEZE Obentürschließer TS 5000 IS, ohne Gleitschiene, weiß	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0060	GEZE Gleitschiene 1-flügelig, für TS 3000 und TS 5000, silberfarbig EV1	GEZE	14	14	1	68221	NULL	0	2021-03-08 00:00:00.000
4626-0062	GEZE Gleitschiene 1-flügelig, für TS 3000 und TS 5000, dunkelbronze	GEZE	3	3	0	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0065	GEZE Gleitschiene 1-flügelig, für TS 3000 und TS 5000, weiß	GEZE	3	3	1	15695	NULL	0	2021-03-08 00:00:00.000
4626-0070	GEZE Gleitstein für Normalgleitschiene	GEZE	95	95	1	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0100	GEZE mechanische Feststelleinheit, für TS 3000/5000/5000 L	GEZE	13	13	1	71924	NULL	0	2021-03-08 00:00:00.000
4626-0106	GEZE R-Gleitschiene, für TS 5000, silberfarbig EV1	GEZE	-4	-4	1	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0136	GEZE Gleitschiene BG, für TS 5000 L, silberfarbig EV1	GEZE	7	7	1	25655	NULL	0	2021-03-08 00:00:00.000
4626-0137	GEZE Gleitschiene BG, für TS 5000 L, weiß	GEZE	7	7	1	29404	NULL	0	2021-03-08 00:00:00.000
4626-0180	GEZE flexible Öffnungsbegrenzung für Gleitschienen	GEZE	18	18	1	69780	NULL	0	2021-03-08 00:00:00.000
4626-0400	GEZE Obentürschließer TS 4000 ohne Gestänge, silberfarbig EV1	GEZE	7	7	0	102789	NULL	0	2021-03-08 00:00:00.000
4626-0402	GEZE Obentürschließer TS 4000 ohne Gestänge, dunkelbronze	GEZE	2	2	0	102790	NULL	0	2021-03-08 00:00:00.000
4626-0404	GEZE Obentürschließer TS 4000 ohne Gestänge, weiß	GEZE	9	9	0	102791	NULL	0	2021-03-08 00:00:00.000
4626-0410	GEZE Standardgestänge silberfarbig EV1, für GEZE TS 2000/4000	GEZE	14	14	1	102421	NULL	0	2021-03-08 00:00:00.000
4626-0412	GEZE Standardgestänge dunkelbronze, für GEZE TS 2000/4000	GEZE	5	5	0	102422	NULL	0	2021-03-08 00:00:00.000
4626-0414	GEZE Standardgestänge weiß, für GEZE TS 2000/4000	GEZE	12	12	0	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0420	GEZE Feststellarm silberfarbig EV1, für GEZE TS 2000/4000	GEZE	9	9	1	102445	NULL	0	2021-03-08 00:00:00.000
4626-0422	GEZE Feststellarm dunkelbronze, für GEZE TS 2000/4000	GEZE	-1	-1	0	NULL	NULL	0	2021-03-08 00:00:00.000
4626-0424	GEZE Feststellarm weiß, für GEZE TS 2000/4000	GEZE	12	12	1	102447	NULL	0	2021-03-08 00:00:00.000
4626-1010	GEZE Obentürschließer TS 2000 ohne Gestänge, silberfarbig EV1	GEZE	13	13	0	103386	NULL	0	2021-03-08 00:00:00.000
4626-1012	GEZE Obentürschließer TS 2000 ohne Gestänge, dunkelbronze	GEZE	3	3	0	103387	NULL	0	2021-03-08 00:00:00.000
4626-1014	GEZE Obentürschließer TS 2000 ohne Gestänge, weiß	GEZE	12	12	0	103388	NULL	0	2021-03-08 00:00:00.000
4626-1110	GEZE Obentürschließer TS 1500 mit Gestänge, silberfarbig EV1	GEZE	4	4	1	4042938017923	NULL	0	2020-09-15 00:00:00.000
